Flight_ID,Airline,Origin_Airport,Destination_Airport,Scheduled_Departure,Weather_Delay,Air_Traffic_Delay,Security_Delay,Aircraft_Maintenance_Delay,Total_Delay
5463,Southwest,LAX,DEN,3,15,41,8,9,73
5464,United,JFK,PHX,19,41,18,4,24,87
5465,Southwest,JFK,PHX,0,51,59,9,12,131
5466,Delta,DFW,SEA,22,36,20,2,0,58
5467,Southwest,ATL,DEN,3,5,7,13,13,38
5468,United,ATL,DEN,13,44,31,6,28,109
5469,American,JFK,PHX,19,48,26,7,7,88
5470,Delta,LAX,DEN,5,57,59,11,9,136
5471,Southwest,DFW,BOS,23,5,0,3,29,37
5472,Delta,LAX,BOS,2,53,34,14,23,124
5473,American,JFK,SEA,5,42,53,3,13,111
5474,Southwest,ORD,SEA,22,35,33,3,1,72
5475,Southwest,ORD,BOS,12,40,13,5,6,64
5476,JetBlue,DFW,MIA,5,54,57,3,14,128
5477,JetBlue,LAX,MIA,17,56,34,4,22,116
5478,Southwest,ORD,BOS,2,5,23,2,16,46
5479,United,ATL,MIA,8,34,35,1,18,88
5480,Southwest,ATL,SEA,8,33,49,14,14,110
5481,United,ORD,SEA,4,51,35,6,9,101
5482,Southwest,DFW,BOS,0,41,38,8,0,87
5483,Delta,ATL,BOS,1,8,35,3,19,65
5484,Southwest,DFW,MIA,11,15,58,7,0,80
5485,United,LAX,PHX,17,0,0,9,26,35
5486,Delta,LAX,PHX,22,29,47,4,4,84
5487,Delta,DFW,BOS,13,52,25,7,16,100
5488,JetBlue,LAX,DEN,8,57,17,5,7,86
5489,Southwest,ATL,DEN,9,47,26,4,19,96
5490,Southwest,ATL,PHX,20,7,42,5,6,60
5491,Delta,DFW,BOS,18,27,9,14,15,65
5492,Southwest,LAX,PHX,8,47,36,5,19,107
5493,Delta,DFW,MIA,3,32,53,2,29,116
5494,American,LAX,PHX,1,9,20,14,2,45
5495,Southwest,DFW,DEN,23,54,33,14,23,124
5496,JetBlue,JFK,PHX,4,3,26,5,10,44
5497,American,LAX,MIA,14,35,20,3,19,77
5498,United,JFK,DEN,11,49,23,13,15,100
5499,American,ATL,SEA,20,59,15,11,23,108
5500,Delta,ORD,BOS,16,35,44,8,24,111
5501,Southwest,DFW,DEN,5,10,1,1,29,41
5502,Delta,DFW,DEN,5,13,38,13,16,80
5503,American,DFW,SEA,6,13,40,6,17,76
5504,Southwest,LAX,BOS,7,37,57,13,17,124
5505,American,ORD,BOS,5,52,32,13,1,98
5506,Southwest,LAX,MIA,2,54,52,9,15,130
5507,Southwest,ATL,PHX,21,18,37,2,8,65
5508,Southwest,JFK,BOS,13,13,6,5,9,33
5509,JetBlue,LAX,SEA,7,9,2,12,15,38
5510,Southwest,DFW,PHX,22,3,9,14,27,53
5511,Delta,ORD,SEA,17,45,0,2,12,59
5512,American,JFK,DEN,12,32,55,8,15,110
5513,Delta,LAX,SEA,16,3,8,13,23,47
5514,Delta,ATL,MIA,4,5,19,3,13,40
5515,American,DFW,PHX,11,35,26,10,16,87
5516,American,DFW,PHX,12,39,41,5,26,111
5517,United,ATL,MIA,21,20,13,0,19,52
5518,United,ORD,PHX,17,15,21,7,10,53
5519,American,ATL,MIA,21,33,31,1,15,80
5520,Delta,DFW,SEA,0,46,6,0,11,63
5521,Delta,ATL,DEN,23,48,59,13,17,137
5522,JetBlue,LAX,SEA,6,15,3,2,21,41
5523,United,ORD,DEN,20,56,4,10,23,93
5524,Delta,LAX,SEA,20,21,34,2,12,69
5525,Southwest,JFK,BOS,1,29,22,6,17,74
5526,United,LAX,PHX,0,23,48,4,1,76
5527,United,ORD,PHX,9,14,28,14,24,80
5528,Southwest,ATL,BOS,15,5,9,7,28,49
5529,American,ORD,PHX,17,33,55,4,21,113
5530,JetBlue,LAX,MIA,0,21,59,11,17,108
5531,United,ORD,DEN,3,45,56,11,28,140
5532,Southwest,JFK,MIA,9,0,4,8,22,34
5533,JetBlue,ORD,SEA,19,14,44,2,7,67
5534,American,LAX,PHX,21,5,59,12,19,95
5535,United,LAX,BOS,16,30,56,14,29,129
5536,JetBlue,ATL,SEA,0,56,6,4,14,80
5537,American,ORD,PHX,2,9,13,0,11,33
5538,United,JFK,MIA,6,55,48,9,27,139
5539,United,DFW,MIA,13,25,26,6,8,65
5540,Southwest,LAX,BOS,19,51,58,5,8,122
5541,Delta,ORD,SEA,18,3,49,13,27,92
5542,American,LAX,MIA,19,37,30,5,26,98
5543,Southwest,ATL,BOS,17,37,46,6,13,102
5544,Delta,ORD,PHX,3,54,11,5,18,88
5545,Delta,ORD,BOS,6,42,48,14,29,133
5546,Delta,ORD,DEN,11,6,39,5,12,62
5547,Delta,ATL,MIA,11,20,29,1,13,63
5548,United,LAX,DEN,19,4,58,5,27,94
5549,JetBlue,LAX,MIA,19,18,57,0,25,100
5550,JetBlue,JFK,PHX,14,44,43,0,12,99
5551,American,DFW,DEN,10,34,18,8,29,89
5552,JetBlue,JFK,SEA,13,0,52,1,6,59
5553,United,ATL,MIA,20,13,23,3,6,45
5554,JetBlue,LAX,PHX,6,44,31,8,12,95
5555,Southwest,ORD,DEN,15,45,51,14,10,120
5556,United,ORD,BOS,6,11,55,6,4,76
5557,United,DFW,SEA,2,56,46,1,20,123
5558,Southwest,JFK,SEA,23,22,43,13,15,93
5559,United,JFK,MIA,22,6,23,5,17,51
5560,United,ORD,PHX,0,24,18,7,26,75
5561,American,ATL,MIA,11,0,14,0,15,29
5562,United,ATL,SEA,3,56,50,8,21,135
5563,United,ATL,SEA,15,42,5,11,14,72
5564,United,ORD,BOS,18,26,46,11,15,98
5565,United,LAX,BOS,5,10,53,13,18,94
5566,United,ATL,SEA,9,37,39,3,7,86
5567,Southwest,LAX,SEA,22,40,17,1,11,69
5568,American,ORD,PHX,17,56,37,8,11,112
5569,American,LAX,PHX,7,46,39,9,0,94
5570,United,DFW,PHX,9,8,56,5,19,88
5571,American,DFW,BOS,0,15,41,14,15,85
5572,American,LAX,PHX,17,18,21,0,22,61
5573,United,ORD,SEA,16,19,58,2,10,89
5574,Southwest,ATL,PHX,1,10,18,12,13,53
5575,Delta,LAX,PHX,3,23,18,5,7,53
5576,JetBlue,DFW,DEN,5,1,1,3,21,26
5577,JetBlue,LAX,DEN,5,16,48,2,16,82
5578,JetBlue,ORD,SEA,18,48,52,10,7,117
5579,United,ORD,BOS,5,28,21,8,13,70
5580,Delta,LAX,BOS,7,31,1,13,2,47
5581,United,ORD,MIA,16,0,53,11,13,77
5582,American,ATL,BOS,1,46,22,10,27,105
5583,Southwest,ORD,DEN,2,10,47,0,9,66
5584,Southwest,JFK,PHX,23,36,18,3,3,60
5585,United,DFW,BOS,4,3,2,0,17,22
5586,Delta,ORD,MIA,15,26,8,11,4,49
5587,United,DFW,DEN,19,42,23,7,29,101
5588,United,DFW,MIA,5,30,46,2,25,103
5589,Southwest,JFK,BOS,1,13,25,2,28,68
5590,Southwest,ORD,BOS,11,45,45,0,23,113
5591,American,ATL,SEA,17,1,31,10,20,62
5592,Southwest,DFW,SEA,19,46,13,5,8,72
5593,American,LAX,MIA,10,10,38,7,1,56
5594,United,LAX,SEA,4,28,4,8,20,60
5595,American,ORD,PHX,7,0,31,8,29,68
5596,Southwest,LAX,PHX,5,59,13,12,20,104
5597,Southwest,JFK,DEN,22,19,38,6,29,92
5598,JetBlue,DFW,BOS,21,5,20,3,4,32
5599,Southwest,ATL,MIA,6,15,49,0,25,89
5600,Delta,JFK,BOS,2,30,40,13,5,88
5601,Delta,ATL,BOS,1,29,18,9,8,64
5602,JetBlue,ATL,MIA,14,48,26,5,1,80
5603,Delta,ATL,MIA,13,53,4,4,15,76
5604,Delta,JFK,BOS,9,29,21,13,11,74
5605,Southwest,ATL,BOS,23,0,29,13,23,65
5606,United,DFW,MIA,23,15,34,7,4,60
5607,Southwest,ATL,SEA,15,44,18,9,0,71
5608,United,ATL,SEA,19,22,52,10,25,109
5609,Delta,LAX,PHX,1,30,18,13,24,85
5610,Delta,JFK,SEA,6,57,53,12,20,142
5611,American,ORD,SEA,2,35,25,5,8,73
5612,JetBlue,ATL,PHX,14,38,37,4,19,98
5613,Delta,ATL,BOS,14,29,23,13,15,80
5614,Southwest,ATL,SEA,5,21,34,5,3,63
5615,United,ATL,DEN,9,58,3,1,12,74
5616,JetBlue,JFK,SEA,1,53,38,14,14,119
5617,JetBlue,LAX,MIA,20,16,4,5,0,25
5618,United,DFW,PHX,14,15,16,3,17,51
5619,Southwest,ORD,DEN,0,53,16,5,20,94
5620,American,LAX,DEN,6,38,4,5,26,73
5621,United,ORD,SEA,15,58,42,6,1,107
5622,United,ATL,DEN,10,45,30,1,6,82
5623,United,ATL,PHX,8,19,52,12,12,95
5624,JetBlue,DFW,MIA,12,55,18,0,12,85
5625,Delta,ATL,BOS,0,0,12,14,20,46
5626,Southwest,JFK,DEN,16,24,59,7,1,91
5627,American,ORD,MIA,6,40,40,1,23,104
5628,Southwest,LAX,PHX,3,0,11,7,23,41
5629,JetBlue,LAX,BOS,19,4,55,10,25,94
5630,JetBlue,ORD,SEA,9,39,15,14,21,89
5631,United,ORD,MIA,4,37,37,6,13,93
5632,United,ATL,PHX,19,23,59,11,19,112
5633,American,ATL,MIA,8,26,17,9,26,78
5634,JetBlue,ORD,DEN,3,4,19,11,23,57
5635,United,LAX,PHX,12,44,33,10,28,115
5636,United,DFW,DEN,20,26,1,9,28,64
5637,JetBlue,JFK,PHX,14,44,9,14,20,87
5638,Southwest,ATL,BOS,3,58,36,3,29,126
5639,United,ORD,PHX,3,9,11,2,24,46
5640,Delta,DFW,DEN,2,41,5,8,16,70
5641,American,LAX,MIA,10,24,26,2,7,59
5642,Southwest,JFK,SEA,16,36,23,10,4,73
5643,United,DFW,MIA,9,18,32,12,6,68
5644,United,ORD,PHX,5,42,7,12,8,69
5645,Delta,ATL,PHX,13,35,55,7,6,103
5646,American,LAX,SEA,23,34,23,12,2,71
5647,United,DFW,PHX,12,34,48,11,27,120
5648,Southwest,ATL,MIA,14,23,22,7,24,76
5649,JetBlue,ATL,DEN,11,39,15,12,17,83
5650,Southwest,DFW,MIA,22,40,18,9,24,91
5651,Delta,ATL,PHX,18,41,5,7,0,53
5652,Southwest,JFK,SEA,22,21,17,14,11,63
5653,United,DFW,PHX,18,54,59,13,14,140
5654,American,JFK,PHX,2,16,36,9,10,71
5655,Southwest,LAX,MIA,2,25,45,9,26,105
5656,Delta,JFK,BOS,3,47,18,7,0,72
5657,Delta,ORD,PHX,2,12,50,6,3,71
5658,JetBlue,JFK,MIA,1,17,0,8,3,28
5659,Delta,JFK,BOS,3,52,47,13,14,126
5660,American,DFW,BOS,10,28,20,12,24,84
5661,Delta,DFW,BOS,12,46,37,8,27,118
5662,Delta,ATL,DEN,22,51,35,3,22,111
5663,United,DFW,SEA,4,29,57,8,0,94
5664,United,DFW,BOS,16,51,37,1,4,93
5665,United,JFK,MIA,22,16,50,7,29,102
5666,Delta,DFW,SEA,3,38,5,9,7,59
5667,American,JFK,MIA,11,28,38,5,25,96
5668,United,ATL,SEA,11,8,46,3,6,63
5669,Southwest,DFW,MIA,10,25,41,4,1,71
5670,American,LAX,PHX,23,18,1,2,20,41
5671,Delta,ATL,SEA,23,36,45,8,1,90
5672,American,JFK,SEA,1,40,54,12,2,108
5673,JetBlue,LAX,PHX,7,32,0,2,4,38
5674,Delta,JFK,SEA,23,40,1,1,22,64
5675,Southwest,LAX,MIA,6,5,28,2,15,50
5676,JetBlue,JFK,SEA,13,0,47,14,18,79
5677,Southwest,ATL,MIA,16,15,34,10,6,65
5678,JetBlue,JFK,BOS,10,32,52,12,8,104
5679,Delta,ATL,BOS,1,1,29,1,2,33
5680,United,LAX,SEA,5,49,22,0,24,95
5681,JetBlue,JFK,MIA,0,10,59,2,6,77
5682,Southwest,ORD,DEN,21,36,6,4,6,52
5683,Delta,DFW,BOS,4,5,10,0,8,23
5684,Southwest,LAX,DEN,13,34,49,10,22,115
5685,JetBlue,ATL,DEN,20,32,43,10,27,112
5686,JetBlue,ORD,MIA,4,3,15,4,2,24
5687,JetBlue,ORD,MIA,3,47,3,13,20,83
5688,United,ATL,PHX,10,51,21,9,26,107
5689,United,DFW,MIA,19,18,29,14,16,77
5690,Delta,ORD,BOS,21,0,12,12,28,52
5691,Southwest,LAX,BOS,1,6,39,6,15,66
5692,JetBlue,LAX,DEN,18,59,22,13,18,112
5693,American,LAX,DEN,3,10,40,13,7,70
5694,United,DFW,MIA,16,11,40,14,0,65
5695,JetBlue,JFK,BOS,14,18,29,11,10,68
5696,Delta,DFW,BOS,20,29,20,2,16,67
5697,Delta,ATL,SEA,9,56,40,11,6,113
5698,American,ORD,SEA,9,13,15,9,19,56
5699,United,JFK,MIA,5,27,28,14,7,76
5700,JetBlue,DFW,DEN,3,16,32,10,14,72
5701,Southwest,DFW,DEN,2,41,50,5,13,109
5702,JetBlue,ATL,PHX,10,37,54,2,1,94
5703,United,LAX,SEA,4,54,5,6,27,92
5704,Delta,ATL,SEA,13,38,8,13,3,62
5705,Southwest,JFK,BOS,11,35,47,9,12,103
5706,United,DFW,PHX,19,30,6,14,1,51
5707,United,ORD,BOS,1,30,37,11,19,97
5708,American,ATL,PHX,16,0,6,1,27,34
5709,American,JFK,DEN,2,36,39,9,28,112
5710,Southwest,ORD,DEN,5,49,13,13,22,97
5711,American,DFW,DEN,18,32,53,8,4,97
5712,Delta,ATL,SEA,11,59,0,13,8,80
5713,American,LAX,MIA,23,0,17,9,3,29
5714,JetBlue,LAX,BOS,23,23,44,8,19,94
5715,United,LAX,BOS,2,30,52,9,0,91
5716,American,ATL,BOS,14,26,35,10,13,84
5717,Delta,JFK,DEN,10,30,12,11,3,56
5718,American,DFW,BOS,13,0,9,1,23,33
5719,American,ORD,SEA,6,57,13,12,7,89
5720,American,DFW,BOS,19,1,21,11,22,55
5721,Southwest,ATL,PHX,9,6,15,14,11,46
5722,Southwest,DFW,MIA,8,1,3,12,12,28
5723,United,LAX,SEA,15,35,27,14,13,89
5724,American,ATL,MIA,1,54,24,0,4,82
5725,Southwest,ORD,BOS,21,5,4,2,14,25
5726,Southwest,DFW,PHX,4,27,34,14,17,92
5727,Southwest,ATL,MIA,4,59,56,3,19,137
5728,American,JFK,SEA,6,18,31,1,11,61
5729,American,DFW,SEA,8,34,3,9,20,66
5730,Delta,DFW,BOS,11,14,9,0,13,36
5731,American,LAX,PHX,9,38,32,9,20,99
5732,United,ORD,SEA,7,31,43,0,5,79
5733,United,ORD,DEN,2,47,4,1,7,59
5734,JetBlue,ATL,BOS,18,51,42,4,10,107
5735,United,LAX,DEN,4,14,30,8,14,66
5736,Southwest,LAX,PHX,9,36,46,9,11,102
5737,United,ORD,SEA,12,52,22,2,13,89
5738,JetBlue,JFK,MIA,9,58,10,4,14,86
5739,American,JFK,MIA,1,44,6,10,4,64
5740,JetBlue,ORD,MIA,23,57,35,11,12,115
5741,Southwest,ORD,DEN,2,42,54,6,4,106
5742,United,LAX,DEN,1,2,23,11,7,43
5743,United,JFK,DEN,21,17,25,13,29,84
5744,Delta,ORD,MIA,19,41,19,6,27,93
5745,Southwest,JFK,MIA,19,8,18,12,7,45
5746,Delta,ATL,PHX,4,7,59,0,12,78
5747,Delta,LAX,PHX,22,51,16,4,25,96
5748,United,ATL,PHX,9,16,18,9,23,66
5749,Delta,JFK,PHX,3,45,57,7,9,118
5750,JetBlue,LAX,DEN,5,38,3,8,28,77
5751,Delta,JFK,DEN,7,30,25,10,16,81
5752,American,ATL,DEN,23,45,25,2,5,77
5753,United,ORD,BOS,23,27,5,1,26,59
5754,American,ORD,PHX,0,0,13,8,7,28
5755,JetBlue,ATL,BOS,20,58,30,5,29,122
5756,JetBlue,ATL,BOS,13,37,16,0,12,65
5757,JetBlue,DFW,SEA,0,34,48,3,15,100
5758,Delta,DFW,MIA,15,46,29,3,10,88
5759,Delta,ORD,PHX,16,45,15,9,24,93
5760,JetBlue,DFW,BOS,2,27,55,13,28,123
5761,American,DFW,PHX,6,12,46,9,29,96
5762,Southwest,ATL,MIA,19,48,57,14,22,141
5763,American,ORD,BOS,23,29,59,8,21,117
5764,Southwest,DFW,DEN,14,19,0,8,9,36
5765,American,LAX,PHX,14,33,11,0,24,68
5766,United,LAX,PHX,0,49,23,2,19,93
5767,American,ORD,MIA,21,49,56,3,4,112
5768,American,ATL,SEA,12,1,25,0,6,32
5769,United,JFK,PHX,19,54,3,4,4,65
5770,United,ORD,PHX,22,11,25,2,10,48
5771,JetBlue,ATL,DEN,0,31,34,14,5,84
5772,Southwest,LAX,DEN,17,3,3,4,28,38
5773,United,ORD,BOS,17,35,31,11,7,84
5774,American,DFW,PHX,10,48,52,7,16,123
5775,American,JFK,PHX,21,31,42,7,16,96
5776,Delta,ATL,BOS,5,29,38,14,22,103
5777,Southwest,LAX,SEA,10,17,20,2,9,48
5778,United,DFW,SEA,16,31,29,7,22,89
5779,American,DFW,SEA,2,29,34,11,17,91
5780,Delta,JFK,DEN,14,43,27,7,29,106
5781,Delta,JFK,MIA,8,57,47,4,21,129
5782,Delta,ATL,PHX,23,38,49,2,13,102
5783,Southwest,ATL,PHX,19,7,35,1,20,63
5784,JetBlue,DFW,MIA,0,37,22,11,26,96
5785,JetBlue,ATL,PHX,17,0,44,2,16,62
5786,JetBlue,ORD,PHX,0,48,56,4,20,128
5787,Southwest,LAX,DEN,1,44,52,14,28,138
5788,JetBlue,ATL,DEN,19,11,38,0,16,65
5789,JetBlue,ATL,DEN,12,29,44,8,12,93
5790,Southwest,ATL,DEN,18,49,10,13,29,101
5791,American,LAX,PHX,2,24,4,9,15,52
5792,United,DFW,SEA,1,42,24,1,23,90
5793,United,ATL,SEA,1,15,6,13,5,39
5794,Southwest,DFW,PHX,8,25,29,14,25,93
5795,Delta,LAX,DEN,0,7,45,1,20,73
5796,Southwest,ATL,BOS,4,55,50,9,23,137
5797,Southwest,JFK,DEN,23,19,29,6,13,67
5798,American,JFK,BOS,2,52,39,13,14,118
5799,JetBlue,ORD,SEA,23,3,13,1,4,21
5800,Southwest,DFW,PHX,16,32,11,8,26,77
5801,Southwest,ORD,DEN,22,16,39,14,6,75
5802,Southwest,DFW,DEN,1,9,40,0,26,75
5803,Southwest,JFK,SEA,2,34,42,0,24,100
5804,United,DFW,PHX,22,17,53,8,6,84
5805,American,ATL,SEA,2,8,14,9,4,35
5806,United,ATL,PHX,12,16,30,0,11,57
5807,United,JFK,DEN,2,0,29,3,4,36
5808,Southwest,ATL,MIA,2,7,15,12,17,51
5809,JetBlue,LAX,BOS,0,17,43,10,13,83
5810,Delta,DFW,MIA,7,5,17,13,22,57
5811,Delta,ATL,PHX,3,42,40,7,3,92
5812,United,LAX,BOS,21,40,3,3,11,57
5813,JetBlue,ATL,BOS,15,46,47,4,22,119
5814,American,JFK,BOS,10,15,22,5,3,45
5815,American,DFW,PHX,11,47,49,4,18,118
5816,United,LAX,MIA,8,52,17,11,21,101
5817,Delta,LAX,DEN,17,35,4,8,13,60
5818,United,DFW,PHX,3,22,8,7,3,40
5819,United,ATL,MIA,7,55,41,5,18,119
5820,Delta,ATL,MIA,13,10,57,6,0,73
5821,United,ORD,SEA,4,36,22,11,0,69
5822,Delta,DFW,MIA,5,15,26,6,2,49
5823,JetBlue,LAX,PHX,20,26,44,6,29,105
5824,American,ATL,PHX,7,51,24,0,13,88
5825,Southwest,ATL,MIA,17,20,4,8,17,49
5826,Southwest,JFK,BOS,1,21,57,12,18,108
5827,Southwest,LAX,SEA,5,5,57,1,17,80
5828,JetBlue,DFW,SEA,1,28,8,7,7,50
5829,United,LAX,PHX,11,54,2,10,10,76
5830,Southwest,ATL,SEA,15,22,38,2,3,65
5831,Delta,ORD,BOS,16,47,25,4,28,104
5832,American,ATL,PHX,7,44,16,10,17,87
5833,American,ORD,SEA,12,18,19,1,4,42
5834,United,JFK,BOS,9,21,34,12,17,84
5835,Delta,ATL,PHX,4,40,17,5,29,91
5836,Delta,ORD,MIA,4,33,49,2,27,111
5837,American,DFW,PHX,8,32,14,4,29,79
5838,United,JFK,MIA,13,18,31,8,17,74
5839,Delta,ORD,DEN,2,36,59,11,16,122
5840,American,JFK,SEA,23,50,10,3,2,65
5841,American,LAX,SEA,11,20,23,14,23,80
5842,Delta,ORD,SEA,8,6,32,6,14,58
5843,JetBlue,ATL,DEN,1,43,25,4,15,87
5844,Delta,JFK,PHX,6,43,9,10,3,65
5845,JetBlue,JFK,MIA,5,19,12,0,19,50
5846,Delta,JFK,BOS,18,6,4,13,26,49
5847,Southwest,JFK,PHX,6,37,55,4,20,116
5848,Southwest,ATL,MIA,9,5,47,3,15,70
5849,Delta,ATL,BOS,0,11,54,1,26,92
5850,American,ATL,PHX,12,25,16,2,0,43
5851,Southwest,JFK,DEN,0,0,38,2,27,67
5852,United,ATL,PHX,5,14,38,9,12,73
5853,Southwest,ATL,SEA,6,4,55,3,14,76
5854,American,LAX,BOS,16,13,8,5,15,41
5855,Delta,ORD,BOS,10,28,11,8,21,68
5856,United,DFW,DEN,22,44,39,4,28,115
5857,American,JFK,BOS,11,19,38,4,15,76
5858,Southwest,JFK,MIA,11,50,30,8,22,110
5859,United,LAX,SEA,15,56,1,13,21,91
5860,United,ORD,MIA,3,33,12,7,29,81
5861,Southwest,JFK,SEA,10,54,33,7,7,101
5862,Delta,LAX,DEN,1,51,40,4,2,97
5863,Delta,JFK,PHX,21,7,38,11,17,73
5864,American,DFW,BOS,18,44,14,0,7,65
5865,United,JFK,BOS,22,10,6,13,13,42
5866,United,LAX,PHX,13,9,28,13,26,76
5867,United,JFK,SEA,3,55,26,0,17,98
5868,Southwest,ORD,DEN,12,30,44,6,17,97
5869,Delta,LAX,SEA,12,6,23,12,21,62
5870,JetBlue,LAX,BOS,17,21,13,0,0,34
5871,American,LAX,PHX,21,28,33,1,16,78
5872,United,DFW,MIA,4,33,52,11,22,118
5873,JetBlue,DFW,MIA,4,0,53,2,6,61
5874,JetBlue,DFW,SEA,11,27,27,6,8,68
5875,United,ORD,PHX,2,11,55,4,2,72
5876,Delta,ATL,PHX,1,18,35,6,26,85
5877,JetBlue,ATL,BOS,13,36,8,13,10,67
5878,Southwest,ORD,DEN,9,5,51,6,10,72
5879,JetBlue,ORD,BOS,12,21,31,5,12,69
5880,JetBlue,DFW,PHX,0,14,6,3,24,47
5881,Delta,ATL,MIA,6,14,0,9,28,51
5882,JetBlue,LAX,DEN,3,42,18,14,24,98
5883,JetBlue,LAX,PHX,10,10,35,6,8,59
5884,Delta,JFK,MIA,4,48,11,3,26,88
5885,Southwest,LAX,MIA,2,56,32,8,29,125
5886,Delta,LAX,SEA,19,19,12,7,16,54
5887,Southwest,DFW,DEN,15,29,59,8,9,105
5888,Delta,LAX,BOS,21,16,12,7,11,46
5889,JetBlue,ATL,DEN,13,59,35,11,24,129
5890,Southwest,LAX,SEA,5,13,31,5,29,78
5891,United,LAX,MIA,4,19,57,11,19,106
5892,American,LAX,DEN,20,37,3,7,4,51
5893,Delta,ORD,MIA,21,57,25,0,4,86
5894,United,ATL,PHX,11,46,51,8,10,115
5895,JetBlue,ATL,MIA,15,55,45,14,28,142
5896,Southwest,ORD,MIA,21,41,24,14,21,100
5897,Delta,LAX,SEA,19,12,18,6,15,51
5898,Southwest,ORD,SEA,21,25,52,4,8,89
5899,Delta,DFW,MIA,7,42,42,4,0,88
5900,American,LAX,PHX,20,18,45,10,29,102
5901,American,ORD,MIA,5,7,4,0,19,30
5902,American,ATL,MIA,22,16,5,13,27,61
5903,Southwest,LAX,MIA,15,0,45,6,29,80
5904,American,JFK,PHX,21,6,59,12,29,106
5905,JetBlue,ATL,PHX,16,58,41,9,29,137
5906,United,JFK,MIA,21,2,0,11,29,42
5907,United,JFK,DEN,12,37,57,4,21,119
5908,United,LAX,BOS,23,22,24,1,4,51
5909,United,JFK,SEA,23,21,40,12,15,88
5910,United,JFK,SEA,19,16,28,5,0,49
5911,United,JFK,MIA,23,31,26,8,1,66
5912,Delta,LAX,BOS,18,25,14,11,27,77
5913,American,LAX,PHX,7,23,24,3,5,55
5914,Delta,DFW,BOS,23,1,43,14,10,68
5915,United,DFW,MIA,3,19,53,12,16,100
5916,Southwest,LAX,MIA,4,24,5,12,17,58
5917,United,ORD,MIA,19,50,45,3,8,106
5918,American,DFW,DEN,3,58,18,6,20,102
5919,United,ORD,MIA,2,39,29,11,8,87
5920,American,JFK,DEN,6,12,53,11,11,87
5921,Delta,ORD,PHX,16,28,19,3,10,60
5922,American,LAX,DEN,22,7,33,8,3,51
5923,American,DFW,SEA,14,44,49,0,8,101
5924,Delta,JFK,MIA,3,16,41,14,27,98
5925,JetBlue,JFK,MIA,2,38,11,9,7,65
5926,United,ORD,PHX,23,29,7,11,19,66
5927,Southwest,ORD,DEN,14,25,43,1,15,84
5928,Southwest,ORD,BOS,19,9,55,11,5,80
5929,United,JFK,DEN,16,57,57,8,2,124
5930,JetBlue,ATL,SEA,15,22,1,6,3,32
5931,Delta,LAX,BOS,22,5,22,4,3,34
5932,Delta,LAX,SEA,7,34,16,1,2,53
5933,JetBlue,JFK,DEN,6,50,54,9,5,118
5934,United,DFW,BOS,2,24,56,13,18,111
5935,Delta,LAX,BOS,19,55,12,9,0,76
5936,Delta,ORD,MIA,17,38,6,6,20,70
5937,Southwest,LAX,BOS,2,40,32,10,5,87
5938,JetBlue,ATL,DEN,6,19,59,12,23,113
5939,Delta,DFW,DEN,11,57,26,13,11,107
5940,United,ATL,BOS,20,34,23,1,0,58
5941,JetBlue,ATL,SEA,12,3,53,9,28,93
5942,JetBlue,JFK,PHX,9,13,59,7,11,90
5943,United,ORD,SEA,5,31,23,5,0,59
5944,Southwest,JFK,MIA,5,19,15,0,19,53
5945,Delta,ATL,MIA,16,12,38,4,4,58
5946,American,DFW,MIA,5,6,27,5,22,60
5947,JetBlue,JFK,MIA,14,8,23,2,16,49
5948,JetBlue,ORD,PHX,0,30,0,13,7,50
5949,United,ORD,PHX,22,50,57,4,19,130
5950,Southwest,ATL,BOS,16,26,4,7,24,61
5951,Southwest,DFW,SEA,3,20,55,2,15,92
5952,American,DFW,BOS,10,33,8,11,10,62
5953,JetBlue,DFW,MIA,10,47,20,1,6,74
5954,American,ATL,PHX,20,50,2,13,25,90
5955,American,ATL,MIA,20,31,21,1,0,53
5956,American,LAX,MIA,18,14,6,2,1,23
5957,Southwest,JFK,DEN,22,10,20,3,2,35
5958,Delta,ORD,BOS,7,41,41,14,16,112
5959,Southwest,LAX,SEA,10,24,7,13,8,52
5960,Southwest,JFK,MIA,16,47,18,9,16,90
5961,United,DFW,SEA,18,2,45,4,27,78
5962,United,DFW,PHX,16,54,31,9,17,111
5963,American,JFK,MIA,21,30,55,8,5,98
5964,Delta,LAX,DEN,9,29,14,2,12,57
5965,United,DFW,BOS,23,53,11,2,17,83
5966,American,ATL,DEN,0,45,57,13,5,120
5967,Delta,JFK,PHX,4,16,46,13,17,92
5968,Southwest,LAX,BOS,10,34,17,13,23,87
5969,United,LAX,MIA,15,18,59,6,22,105
5970,Southwest,JFK,DEN,18,42,14,11,10,77
5971,Delta,LAX,SEA,8,4,12,9,10,35
5972,JetBlue,JFK,DEN,18,28,46,11,4,89
5973,Delta,LAX,SEA,22,0,18,1,5,24
5974,United,LAX,BOS,4,8,4,6,13,31
5975,Delta,ATL,SEA,16,5,55,4,9,73
5976,American,JFK,BOS,20,1,16,3,22,42
5977,JetBlue,ORD,MIA,16,25,39,1,4,69
5978,JetBlue,ATL,MIA,18,48,11,0,26,85
5979,American,DFW,MIA,21,17,17,7,22,63
5980,American,DFW,PHX,17,0,51,10,1,62
5981,United,ORD,DEN,6,37,57,2,19,115
5982,Southwest,ORD,MIA,4,40,9,8,26,83
5983,Delta,JFK,BOS,17,2,36,4,19,61
